"STATISTIC","Statistic Label","C02199V02655","Sex","C03367V04052","County and City","TLIST(A1)","CensusYear","C02076V03371","Age Group","UNIT","VALUE"
"E2022","Population 2011 to 2016","2","Female","OY","Offaly","2016","2016","630","85 years and over","Number","688"
"E2022","Population 2011 to 2016","2","Female","WH","Westmeath","2011","2011","-","All ages","Number","43381"
"E2022","Population 2011 to 2016","2","Female","WH","Westmeath","2011","2011","205","0 - 4 years","Number","3379"
"E2022","Population 2011 to 2016","2","Female","WH","Westmeath","2011","2011","245","5 - 9 years","Number","3119"
"E2022","Population 2011 to 2016","2","Female","WH","Westmeath","2011","2011","265","10 - 14 years","Number","3053"
"E2022","Population 2011 to 2016","2","Female","WH","Westmeath","2011","2011","300","15 - 19 years","Number","2813"
"E2022","Population 2011 to 2016","2","Female","WH","Westmeath","2011","2011","365","20 - 24 years","Number","2702"
"E2022","Population 2011 to 2016","2","Female","WH","Westmeath","2011","2011","410","25 - 29 years","Number","3347"
"E2022","Population 2011 to 2016","2","Female","WH","Westmeath","2011","2011","440","30 - 34 years","Number","3501"
"E2022","Population 2011 to 2016","2","Female","WH","Westmeath","2011","2011","460","35 - 39 years","Number","3372"
"E2022","Population 2011 to 2016","2","Female","WH","Westmeath","2011","2011","475","40 - 44 years","Number","3149"
"E2022","Population 2011 to 2016","2","Female","WH","Westmeath","2011","2011","495","45 - 49 years","Number","2937"
"E2022","Population 2011 to 2016","2","Female","WH","Westmeath","2011","2011","515","50 - 54 years","Number","2584"
"E2022","Population 2011 to 2016","2","Female","WH","Westmeath","2011","2011","530","55 - 59 years","Number","2189"
"E2022","Population 2011 to 2016","2","Female","WH","Westmeath","2011","2011","550","60 - 64 years","Number","1915"
"E2022","Population 2011 to 2016","2","Female","WH","Westmeath","2011","2011","565","65 - 69 years","Number","1549"
"E2022","Population 2011 to 2016","2","Female","WH","Westmeath","2011","2011","580","70 - 74 years","Number","1205"
"E2022","Population 2011 to 2016","2","Female","WH","Westmeath","2011","2011","595","75 - 79 years","Number","995"
"E2022","Population 2011 to 2016","2","Female","WH","Westmeath","2011","2011","610","80 - 84 years","Number","799"
"E2022","Population 2011 to 2016","2","Female","WH","Westmeath","2011","2011","630","85 years and over","Number","773"
"E2022","Population 2011 to 2016","2","Female","WH","Westmeath","2016","2016","-","All ages","Number","44688"
"E2022","Population 2011 to 2016","2","Female","WH","Westmeath","2016","2016","205","0 - 4 years","Number","3221"
"E2022","Population 2011 to 2016","2","Female","WH","Westmeath","2016","2016","245","5 - 9 years","Number","3399"
"E2022","Population 2011 to 2016","2","Female","WH","Westmeath","2016","2016","265","10 - 14 years","Number","3128"
"E2022","Population 2011 to 2016","2","Female","WH","Westmeath","2016","2016","300","15 - 19 years","Number","2935"
"E2022","Population 2011 to 2016","2","Female","WH","Westmeath","2016","2016","365","20 - 24 years","Number","2440"
"E2022","Population 2011 to 2016","2","Female","WH","Westmeath","2016","2016","410","25 - 29 years","Number","2667"
"E2022","Population 2011 to 2016","2","Female","WH","Westmeath","2016","2016","440","30 - 34 years","Number","3342"
"E2022","Population 2011 to 2016","2","Female","WH","Westmeath","2016","2016","460","35 - 39 years","Number","3584"
"E2022","Population 2011 to 2016","2","Female","WH","Westmeath","2016","2016","475","40 - 44 years","Number","3303"
"E2022","Population 2011 to 2016","2","Female","WH","Westmeath","2016","2016","495","45 - 49 years","Number","3106"
"E2022","Population 2011 to 2016","2","Female","WH","Westmeath","2016","2016","515","50 - 54 years","Number","2886"
"E2022","Population 2011 to 2016","2","Female","WH","Westmeath","2016","2016","530","55 - 59 years","Number","2509"
"E2022","Population 2011 to 2016","2","Female","WH","Westmeath","2016","2016","550","60 - 64 years","Number","2151"
"E2022","Population 2011 to 2016","2","Female","WH","Westmeath","2016","2016","565","65 - 69 years","Number","1891"
"E2022","Population 2011 to 2016","2","Female","WH","Westmeath","2016","2016","580","70 - 74 years","Number","1445"
"E2022","Population 2011 to 2016","2","Female","WH","Westmeath","2016","2016","595","75 - 79 years","Number","1087"
"E2022","Population 2011 to 2016","2","Female","WH","Westmeath","2016","2016","610","80 - 84 years","Number","808"
"E2022","Population 2011 to 2016","2","Female","WH","Westmeath","2016","2016","630","85 years and over","Number","786"
"E2022","Population 2011 to 2016","2","Female","WX","Wexford","2011","2011","-","All ages","Number","73411"
"E2022","Population 2011 to 2016","2","Female","WX","Wexford","2011","2011","205","0 - 4 years","Number","5662"
"E2022","Population 2011 to 2016","2","Female","WX","Wexford","2011","2011","245","5 - 9 years","Number","5297"
"E2022","Population 2011 to 2016","2","Female","WX","Wexford","2011","2011","265","10 - 14 years","Number","5182"
"E2022","Population 2011 to 2016","2","Female","WX","Wexford","2011","2011","300","15 - 19 years","Number","4526"
"E2022","Population 2011 to 2016","2","Female","WX","Wexford","2011","2011","365","20 - 24 years","Number","3988"
"E2022","Population 2011 to 2016","2","Female","WX","Wexford","2011","2011","410","25 - 29 years","Number","5064"
"E2022","Population 2011 to 2016","2","Female","WX","Wexford","2011","2011","440","30 - 34 years","Number","5792"
"E2022","Population 2011 to 2016","2","Female","WX","Wexford","2011","2011","460","35 - 39 years","Number","5573"
"E2022","Population 2011 to 2016","2","Female","WX","Wexford","2011","2011","475","40 - 44 years","Number","5395"
"E2022","Population 2011 to 2016","2","Female","WX","Wexford","2011","2011","495","45 - 49 years","Number","5105"
"E2022","Population 2011 to 2016","2","Female","WX","Wexford","2011","2011","515","50 - 54 years","Number","4502"
"E2022","Population 2011 to 2016","2","Female","WX","Wexford","2011","2011","530","55 - 59 years","Number","3922"
"E2022","Population 2011 to 2016","2","Female","WX","Wexford","2011","2011","550","60 - 64 years","Number","3656"
"E2022","Population 2011 to 2016","2","Female","WX","Wexford","2011","2011","565","65 - 69 years","Number","3088"
"E2022","Population 2011 to 2016","2","Female","WX","Wexford","2011","2011","580","70 - 74 years","Number","2403"
"E2022","Population 2011 to 2016","2","Female","WX","Wexford","2011","2011","595","75 - 79 years","Number","1819"
"E2022","Population 2011 to 2016","2","Female","WX","Wexford","2011","2011","610","80 - 84 years","Number","1273"
"E2022","Population 2011 to 2016","2","Female","WX","Wexford","2011","2011","630","85 years and over","Number","1164"
"E2022","Population 2011 to 2016","2","Female","WX","Wexford","2016","2016","-","All ages","Number","76000"
"E2022","Population 2011 to 2016","2","Female","WX","Wexford","2016","2016","205","0 - 4 years","Number","4958"
"E2022","Population 2011 to 2016","2","Female","WX","Wexford","2016","2016","245","5 - 9 years","Number","5733"
"E2022","Population 2011 to 2016","2","Female","WX","Wexford","2016","2016","265","10 - 14 years","Number","5288"
"E2022","Population 2011 to 2016","2","Female","WX","Wexford","2016","2016","300","15 - 19 years","Number","4799"
"E2022","Population 2011 to 2016","2","Female","WX","Wexford","2016","2016","365","20 - 24 years","Number","3678"
"E2022","Population 2011 to 2016","2","Female","WX","Wexford","2016","2016","410","25 - 29 years","Number","4074"
"E2022","Population 2011 to 2016","2","Female","WX","Wexford","2016","2016","440","30 - 34 years","Number","5263"
"E2022","Population 2011 to 2016","2","Female","WX","Wexford","2016","2016","460","35 - 39 years","Number","5916"
"E2022","Population 2011 to 2016","2","Female","WX","Wexford","2016","2016","475","40 - 44 years","Number","5673"
"E2022","Population 2011 to 2016","2","Female","WX","Wexford","2016","2016","495","45 - 49 years","Number","5381"
"E2022","Population 2011 to 2016","2","Female","WX","Wexford","2016","2016","515","50 - 54 years","Number","5174"
"E2022","Population 2011 to 2016","2","Female","WX","Wexford","2016","2016","530","55 - 59 years","Number","4530"
"E2022","Population 2011 to 2016","2","Female","WX","Wexford","2016","2016","550","60 - 64 years","Number","3976"
"E2022","Population 2011 to 2016","2","Female","WX","Wexford","2016","2016","565","65 - 69 years","Number","3619"
"E2022","Population 2011 to 2016","2","Female","WX","Wexford","2016","2016","580","70 - 74 years","Number","2965"
"E2022","Population 2011 to 2016","2","Female","WX","Wexford","2016","2016","595","75 - 79 years","Number","2160"
"E2022","Population 2011 to 2016","2","Female","WX","Wexford","2016","2016","610","80 - 84 years","Number","1460"
"E2022","Population 2011 to 2016","2","Female","WX","Wexford","2016","2016","630","85 years and over","Number","1353"
"E2022","Population 2011 to 2016","2","Female","WW","Wicklow","2011","2011","-","All ages","Number","69098"
"E2022","Population 2011 to 2016","2","Female","WW","Wicklow","2011","2011","205","0 - 4 years","Number","5672"
"E2022","Population 2011 to 2016","2","Female","WW","Wicklow","2011","2011","245","5 - 9 years","Number","4990"
"E2022","Population 2011 to 2016","2","Female","WW","Wicklow","2011","2011","265","10 - 14 years","Number","4537"
"E2022","Population 2011 to 2016","2","Female","WW","Wicklow","2011","2011","300","15 - 19 years","Number","4177"
"E2022","Population 2011 to 2016","2","Female","WW","Wicklow","2011","2011","365","20 - 24 years","Number","3911"
"E2022","Population 2011 to 2016","2","Female","WW","Wicklow","2011","2011","410","25 - 29 years","Number","4777"
"E2022","Population 2011 to 2016","2","Female","WW","Wicklow","2011","2011","440","30 - 34 years","Number","5586"
"E2022","Population 2011 to 2016","2","Female","WW","Wicklow","2011","2011","460","35 - 39 years","Number","5697"
"E2022","Population 2011 to 2016","2","Female","WW","Wicklow","2011","2011","475","40 - 44 years","Number","5354"
"E2022","Population 2011 to 2016","2","Female","WW","Wicklow","2011","2011","495","45 - 49 years","Number","5058"
"E2022","Population 2011 to 2016","2","Female","WW","Wicklow","2011","2011","515","50 - 54 years","Number","4231"
"E2022","Population 2011 to 2016","2","Female","WW","Wicklow","2011","2011","530","55 - 59 years","Number","3727"
"E2022","Population 2011 to 2016","2","Female","WW","Wicklow","2011","2011","550","60 - 64 years","Number","3248"
"E2022","Population 2011 to 2016","2","Female","WW","Wicklow","2011","2011","565","65 - 69 years","Number","2699"
"E2022","Population 2011 to 2016","2","Female","WW","Wicklow","2011","2011","580","70 - 74 years","Number","1964"
"E2022","Population 2011 to 2016","2","Female","WW","Wicklow","2011","2011","595","75 - 79 years","Number","1382"
"E2022","Population 2011 to 2016","2","Female","WW","Wicklow","2011","2011","610","80 - 84 years","Number","1021"
"E2022","Population 2011 to 2016","2","Female","WW","Wicklow","2011","2011","630","85 years and over","Number","1067"
"E2022","Population 2011 to 2016","2","Female","WW","Wicklow","2016","2016","-","All ages","Number","72269"
"E2022","Population 2011 to 2016","2","Female","WW","Wicklow","2016","2016","205","0 - 4 years","Number","5005"
"E2022","Population 2011 to 2016","2","Female","WW","Wicklow","2016","2016","245","5 - 9 years","Number","5783"
"E2022","Population 2011 to 2016","2","Female","WW","Wicklow","2016","2016","265","10 - 14 years","Number","5109"
"E2022","Population 2011 to 2016","2","Female","WW","Wicklow","2016","2016","300","15 - 19 years","Number","4329"
"E2022","Population 2011 to 2016","2","Female","WW","Wicklow","2016","2016","365","20 - 24 years","Number","3519"
"E2022","Population 2011 to 2016","2","Female","WW","Wicklow","2016","2016","410","25 - 29 years","Number","3745"
"E2022","Population 2011 to 2016","2","Female","WW","Wicklow","2016","2016","440","30 - 34 years","Number","5190"
"E2022","Population 2011 to 2016","2","Female","WW","Wicklow","2016","2016","460","35 - 39 years","Number","5920"
"E2022","Population 2011 to 2016","2","Female","WW","Wicklow","2016","2016","475","40 - 44 years","Number","5800"
"E2022","Population 2011 to 2016","2","Female","WW","Wicklow","2016","2016","495","45 - 49 years","Number","5299"
"E2022","Population 2011 to 2016","2","Female","WW","Wicklow","2016","2016","515","50 - 54 years","Number","4971"
"E2022","Population 2011 to 2016","2","Female","WW","Wicklow","2016","2016","530","55 - 59 years","Number","4177"
"E2022","Population 2011 to 2016","2","Female","WW","Wicklow","2016","2016","550","60 - 64 years","Number","3671"
"E2022","Population 2011 to 2016","2","Female","WW","Wicklow","2016","2016","565","65 - 69 years","Number","3211"
"E2022","Population 2011 to 2016","2","Female","WW","Wicklow","2016","2016","580","70 - 74 years","Number","2524"
"E2022","Population 2011 to 2016","2","Female","WW","Wicklow","2016","2016","595","75 - 79 years","Number","1718"
"E2022","Population 2011 to 2016","2","Female","WW","Wicklow","2016","2016","610","80 - 84 years","Number","1166"
"E2022","Population 2011 to 2016","2","Female","WW","Wicklow","2016","2016","630","85 years and over","Number","1132"
"E2022","Population 2011 to 2016","2","Female","CE","Clare","2011","2011","-","All ages","Number","58898"
"E2022","Population 2011 to 2016","2","Female","CE","Clare","2011","2011","205","0 - 4 years","Number","4330"
"E2022","Population 2011 to 2016","2","Female","CE","Clare","2011","2011","245","5 - 9 years","Number","4367"
"E2022","Population 2011 to 2016","2","Female","CE","Clare","2011","2011","265","10 - 14 years","Number","4223"
"E2022","Population 2011 to 2016","2","Female","CE","Clare","2011","2011","300","15 - 19 years","Number","3573"
"E2022","Population 2011 to 2016","2","Female","CE","Clare","2011","2011","365","20 - 24 years","Number","3225"
"E2022","Population 2011 to 2016","2","Female","CE","Clare","2011","2011","410","25 - 29 years","Number","3709"
"E2022","Population 2011 to 2016","2","Female","CE","Clare","2011","2011","440","30 - 34 years","Number","4405"
"E2022","Population 2011 to 2016","2","Female","CE","Clare","2011","2011","460","35 - 39 years","Number","4701"
"E2022","Population 2011 to 2016","2","Female","CE","Clare","2011","2011","475","40 - 44 years","Number","4428"
"E2022","Population 2011 to 2016","2","Female","CE","Clare","2011","2011","495","45 - 49 years","Number","4113"
"E2022","Population 2011 to 2016","2","Female","CE","Clare","2011","2011","515","50 - 54 years","Number","3651"
"E2022","Population 2011 to 2016","2","Female","CE","Clare","2011","2011","530","55 - 59 years","Number","3346"
"E2022","Population 2011 to 2016","2","Female","CE","Clare","2011","2011","550","60 - 64 years","Number","3175"
"E2022","Population 2011 to 2016","2","Female","CE","Clare","2011","2011","565","65 - 69 years","Number","2401"
"E2022","Population 2011 to 2016","2","Female","CE","Clare","2011","2011","580","70 - 74 years","Number","1753"
"E2022","Population 2011 to 2016","2","Female","CE","Clare","2011","2011","595","75 - 79 years","Number","1359"
"E2022","Population 2011 to 2016","2","Female","CE","Clare","2011","2011","610","80 - 84 years","Number","1069"
"E2022","Population 2011 to 2016","2","Female","CE","Clare","2011","2011","630","85 years and over","Number","1070"
"E2022","Population 2011 to 2016","2","Female","CE","Clare","2016","2016","-","All ages","Number","60032"
"E2022","Population 2011 to 2016","2","Female","CE","Clare","2016","2016","205","0 - 4 years","Number","3890"
"E2022","Population 2011 to 2016","2","Female","CE","Clare","2016","2016","245","5 - 9 years","Number","4394"
"E2022","Population 2011 to 2016","2","Female","CE","Clare","2016","2016","265","10 - 14 years","Number","4305"
"E2022","Population 2011 to 2016","2","Female","CE","Clare","2016","2016","300","15 - 19 years","Number","3986"
"E2022","Population 2011 to 2016","2","Female","CE","Clare","2016","2016","365","20 - 24 years","Number","2768"
"E2022","Population 2011 to 2016","2","Female","CE","Clare","2016","2016","410","25 - 29 years","Number","2838"
"E2022","Population 2011 to 2016","2","Female","CE","Clare","2016","2016","440","30 - 34 years","Number","3872"
"E2022","Population 2011 to 2016","2","Female","CE","Clare","2016","2016","460","35 - 39 years","Number","4577"
"E2022","Population 2011 to 2016","2","Female","CE","Clare","2016","2016","475","40 - 44 years","Number","4698"
"E2022","Population 2011 to 2016","2","Female","CE","Clare","2016","2016","495","45 - 49 years","Number","4392"
"E2022","Population 2011 to 2016","2","Female","CE","Clare","2016","2016","515","50 - 54 years","Number","4071"
"E2022","Population 2011 to 2016","2","Female","CE","Clare","2016","2016","530","55 - 59 years","Number","3658"
"E2022","Population 2011 to 2016","2","Female","CE","Clare","2016","2016","550","60 - 64 years","Number","3347"
"E2022","Population 2011 to 2016","2","Female","CE","Clare","2016","2016","565","65 - 69 years","Number","3059"
"E2022","Population 2011 to 2016","2","Female","CE","Clare","2016","2016","580","70 - 74 years","Number","2285"
"E2022","Population 2011 to 2016","2","Female","CE","Clare","2016","2016","595","75 - 79 years","Number","1597"
"E2022","Population 2011 to 2016","2","Female","CE","Clare","2016","2016","610","80 - 84 years","Number","1123"
"E2022","Population 2011 to 2016","2","Female","CE","Clare","2016","2016","630","85 years and over","Number","1172"
"E2022","Population 2011 to 2016","2","Female","CC","Cork City","2011","2011","-","All ages","Number","60418"
"E2022","Population 2011 to 2016","2","Female","CC","Cork City","2011","2011","205","0 - 4 years","Number","2980"
"E2022","Population 2011 to 2016","2","Female","CC","Cork City","2011","2011","245","5 - 9 years","Number","2642"
"E2022","Population 2011 to 2016","2","Female","CC","Cork City","2011","2011","265","10 - 14 years","Number","2858"
"E2022","Population 2011 to 2016","2","Female","CC","Cork City","2011","2011","300","15 - 19 years","Number","3799"
"E2022","Population 2011 to 2016","2","Female","CC","Cork City","2011","2011","365","20 - 24 years","Number","6144"
"E2022","Population 2011 to 2016","2","Female","CC","Cork City","2011","2011","410","25 - 29 years","Number","6073"
"E2022","Population 2011 to 2016","2","Female","CC","Cork City","2011","2011","440","30 - 34 years","Number","4801"
"E2022","Population 2011 to 2016","2","Female","CC","Cork City","2011","2011","460","35 - 39 years","Number","3650"
"E2022","Population 2011 to 2016","2","Female","CC","Cork City","2011","2011","475","40 - 44 years","Number","3299"
"E2022","Population 2011 to 2016","2","Female","CC","Cork City","2011","2011","495","45 - 49 years","Number","3866"
"E2022","Population 2011 to 2016","2","Female","CC","Cork City","2011","2011","515","50 - 54 years","Number","3721"
"E2022","Population 2011 to 2016","2","Female","CC","Cork City","2011","2011","530","55 - 59 years","Number","3254"
"E2022","Population 2011 to 2016","2","Female","CC","Cork City","2011","2011","550","60 - 64 years","Number","3062"
"E2022","Population 2011 to 2016","2","Female","CC","Cork City","2011","2011","565","65 - 69 years","Number","2760"
"E2022","Population 2011 to 2016","2","Female","CC","Cork City","2011","2011","580","70 - 74 years","Number","2573"
"E2022","Population 2011 to 2016","2","Female","CC","Cork City","2011","2011","595","75 - 79 years","Number","2140"
"E2022","Population 2011 to 2016","2","Female","CC","Cork City","2011","2011","610","80 - 84 years","Number","1513"
"E2022","Population 2011 to 2016","2","Female","CC","Cork City","2011","2011","630","85 years and over","Number","1283"
"E2022","Population 2011 to 2016","2","Female","CC","Cork City","2016","2016","-","All ages","Number","63935"
"E2022","Population 2011 to 2016","2","Female","CC","Cork City","2016","2016","205","0 - 4 years","Number","3111"
"E2022","Population 2011 to 2016","2","Female","CC","Cork City","2016","2016","245","5 - 9 years","Number","2975"
"E2022","Population 2011 to 2016","2","Female","CC","Cork City","2016","2016","265","10 - 14 years","Number","2745"
"E2022","Population 2011 to 2016","2","Female","CC","Cork City","2016","2016","300","15 - 19 years","Number","4028"
"E2022","Population 2011 to 2016","2","Female","CC","Cork City","2016","2016","365","20 - 24 years","Number","6565"
"E2022","Population 2011 to 2016","2","Female","CC","Cork City","2016","2016","410","25 - 29 years","Number","5655"
"E2022","Population 2011 to 2016","2","Female","CC","Cork City","2016","2016","440","30 - 34 years","Number","5485"
"E2022","Population 2011 to 2016","2","Female","CC","Cork City","2016","2016","460","35 - 39 years","Number","4503"
"E2022","Population 2011 to 2016","2","Female","CC","Cork City","2016","2016","475","40 - 44 years","Number","3651"
"E2022","Population 2011 to 2016","2","Female","CC","Cork City","2016","2016","495","45 - 49 years","Number","3447"
"E2022","Population 2011 to 2016","2","Female","CC","Cork City","2016","2016","515","50 - 54 years","Number","3854"
"E2022","Population 2011 to 2016","2","Female","CC","Cork City","2016","2016","530","55 - 59 years","Number","3675"
"E2022","Population 2011 to 2016","2","Female","CC","Cork City","2016","2016","550","60 - 64 years","Number","3167"
"E2022","Population 2011 to 2016","2","Female","CC","Cork City","2016","2016","565","65 - 69 years","Number","2969"
"E2022","Population 2011 to 2016","2","Female","CC","Cork City","2016","2016","580","70 - 74 years","Number","2626"
"E2022","Population 2011 to 2016","2","Female","CC","Cork City","2016","2016","595","75 - 79 years","Number","2324"
"E2022","Population 2011 to 2016","2","Female","CC","Cork City","2016","2016","610","80 - 84 years","Number","1743"
"E2022","Population 2011 to 2016","2","Female","CC","Cork City","2016","2016","630","85 years and over","Number","1412"
"E2022","Population 2011 to 2016","2","Female","CK","Cork County","2011","2011","-","All ages","Number","201144"
"E2022","Population 2011 to 2016","2","Female","CK","Cork County","2011","2011","205","0 - 4 years","Number","16689"
"E2022","Population 2011 to 2016","2","Female","CK","Cork County","2011","2011","245","5 - 9 years","Number","14637"
"E2022","Population 2011 to 2016","2","Female","CK","Cork County","2011","2011","265","10 - 14 years","Number","13651"
"E2022","Population 2011 to 2016","2","Female","CK","Cork County","2011","2011","300","15 - 19 years","Number","11939"
"E2022","Population 2011 to 2016","2","Female","CK","Cork County","2011","2011","365","20 - 24 years","Number","10653"
"E2022","Population 2011 to 2016","2","Female","CK","Cork County","2011","2011","410","25 - 29 years","Number","14421"
"E2022","Population 2011 to 2016","2","Female","CK","Cork County","2011","2011","440","30 - 34 years","Number","17444"
"E2022","Population 2011 to 2016","2","Female","CK","Cork County","2011","2011","460","35 - 39 years","Number","16751"
"E2022","Population 2011 to 2016","2","Female","CK","Cork County","2011","2011","475","40 - 44 years","Number","15234"
"E2022","Population 2011 to 2016","2","Female","CK","Cork County","2011","2011","495","45 - 49 years","Number","13778"
"E2022","Population 2011 to 2016","2","Female","CK","Cork County","2011","2011","515","50 - 54 years","Number","11943"
"E2022","Population 2011 to 2016","2","Female","CK","Cork County","2011","2011","530","55 - 59 years","Number","10638"
"E2022","Population 2011 to 2016","2","Female","CK","Cork County","2011","2011","550","60 - 64 years","Number","9303"
"E2022","Population 2011 to 2016","2","Female","CK","Cork County","2011","2011","565","65 - 69 years","Number","7381"
"E2022","Population 2011 to 2016","2","Female","CK","Cork County","2011","2011","580","70 - 74 years","Number","5435"
"E2022","Population 2011 to 2016","2","Female","CK","Cork County","2011","2011","595","75 - 79 years","Number","4534"
"E2022","Population 2011 to 2016","2","Female","CK","Cork County","2011","2011","610","80 - 84 years","Number","3411"
"E2022","Population 2011 to 2016","2","Female","CK","Cork County","2011","2011","630","85 years and over","Number","3302"
"E2022","Population 2011 to 2016","2","Female","CK","Cork County","2016","2016","-","All ages","Number","210258"
"E2022","Population 2011 to 2016","2","Female","CK","Cork County","2016","2016","205","0 - 4 years","Number","15363"
"E2022","Population 2011 to 2016","2","Female","CK","Cork County","2016","2016","245","5 - 9 years","Number","16845"
"E2022","Population 2011 to 2016","2","Female","CK","Cork County","2016","2016","265","10 - 14 years","Number","14508"
"E2022","Population 2011 to 2016","2","Female","CK","Cork County","2016","2016","300","15 - 19 years","Number","13090"
"E2022","Population 2011 to 2016","2","Female","CK","Cork County","2016","2016","365","20 - 24 years","Number","9711"
"E2022","Population 2011 to 2016","2","Female","CK","Cork County","2016","2016","410","25 - 29 years","Number","10789"
"E2022","Population 2011 to 2016","2","Female","CK","Cork County","2016","2016","440","30 - 34 years","Number","15667"
"E2022","Population 2011 to 2016","2","Female","CK","Cork County","2016","2016","460","35 - 39 years","Number","18054"
"E2022","Population 2011 to 2016","2","Female","CK","Cork County","2016","2016","475","40 - 44 years","Number","16653"
"E2022","Population 2011 to 2016","2","Female","CK","Cork County","2016","2016","495","45 - 49 years","Number","15119"
"E2022","Population 2011 to 2016","2","Female","CK","Cork County","2016","2016","515","50 - 54 years","Number","13580"
"E2022","Population 2011 to 2016","2","Female","CK","Cork County","2016","2016","530","55 - 59 years","Number","11774"
"E2022","Population 2011 to 2016","2","Female","CK","Cork County","2016","2016","550","60 - 64 years","Number","10456"
"E2022","Population 2011 to 2016","2","Female","CK","Cork County","2016","2016","565","65 - 69 years","Number","9169"
"E2022","Population 2011 to 2016","2","Female","CK","Cork County","2016","2016","580","70 - 74 years","Number","6968"
"E2022","Population 2011 to 2016","2","Female","CK","Cork County","2016","2016","595","75 - 79 years","Number","4931"
"E2022","Population 2011 to 2016","2","Female","CK","Cork County","2016","2016","610","80 - 84 years","Number","3824"
"E2022","Population 2011 to 2016","2","Female","CK","Cork County","2016","2016","630","85 years and over","Number","3757"
"E2022","Population 2011 to 2016","2","Female","KY","Kerry","2011","2011","-","All ages","Number","72873"
"E2022","Population 2011 to 2016","2","Female","KY","Kerry","2011","2011","205","0 - 4 years","Number","4982"
"E2022","Population 2011 to 2016","2","Female","KY","Kerry","2011","2011","245","5 - 9 years","Number","4705"
"E2022","Population 2011 to 2016","2","Female","KY","Kerry","2011","2011","265","10 - 14 years","Number","4788"
"E2022","Population 2011 to 2016","2","Female","KY","Kerry","2011","2011","300","15 - 19 years","Number","4295"
"E2022","Population 2011 to 2016","2","Female","KY","Kerry","2011","2011","365","20 - 24 years","Number","3802"
"E2022","Population 2011 to 2016","2","Female","KY","Kerry","2011","2011","410","25 - 29 years","Number","4989"
"E2022","Population 2011 to 2016","2","Female","KY","Kerry","2011","2011","440","30 - 34 years","Number","5379"
"E2022","Population 2011 to 2016","2","Female","KY","Kerry","2011","2011","460","35 - 39 years","Number","5201"
"E2022","Population 2011 to 2016","2","Female","KY","Kerry","2011","2011","475","40 - 44 years","Number","5126"
"E2022","Population 2011 to 2016","2","Female","KY","Kerry","2011","2011","495","45 - 49 years","Number","5077"
"E2022","Population 2011 to 2016","2","Female","KY","Kerry","2011","2011","515","50 - 54 years","Number","4786"
"E2022","Population 2011 to 2016","2","Female","KY","Kerry","2011","2011","530","55 - 59 years","Number","4448"
"E2022","Population 2011 to 2016","2","Female","KY","Kerry","2011","2011","550","60 - 64 years","Number","4116"
"E2022","Population 2011 to 2016","2","Female","KY","Kerry","2011","2011","565","65 - 69 years","Number","3359"
"E2022","Population 2011 to 2016","2","Female","KY","Kerry","2011","2011","580","70 - 74 years","Number","2536"
"E2022","Population 2011 to 2016","2","Female","KY","Kerry","2011","2011","595","75 - 79 years","Number","2121"
"E2022","Population 2011 to 2016","2","Female","KY","Kerry","2011","2011","610","80 - 84 years","Number","1608"
"E2022","Population 2011 to 2016","2","Female","KY","Kerry","2011","2011","630","85 years and over","Number","1555"
"E2022","Population 2011 to 2016","2","Female","KY","Kerry","2016","2016","-","All ages","Number","74652"
"E2022","Population 2011 to 2016","2","Female","KY","Kerry","2016","2016","205","0 - 4 years","Number","4447"
"E2022","Population 2011 to 2016","2","Female","KY","Kerry","2016","2016","245","5 - 9 years","Number","5021"
"E2022","Population 2011 to 2016","2","Female","KY","Kerry","2016","2016","265","10 - 14 years","Number","4738"
"E2022","Population 2011 to 2016","2","Female","KY","Kerry","2016","2016","300","15 - 19 years","Number","4465"
"E2022","Population 2011 to 2016","2","Female","KY","Kerry","2016","2016","365","20 - 24 years","Number","3370"
"E2022","Population 2011 to 2016","2","Female","KY","Kerry","2016","2016","410","25 - 29 years","Number","3677"
"E2022","Population 2011 to 2016","2","Female","KY","Kerry","2016","2016","440","30 - 34 years","Number","5099"
"E2022","Population 2011 to 2016","2","Female","KY","Kerry","2016","2016","460","35 - 39 years","Number","5595"
"E2022","Population 2011 to 2016","2","Female","KY","Kerry","2016","2016","475","40 - 44 years","Number","5325"
"E2022","Population 2011 to 2016","2","Female","KY","Kerry","2016","2016","495","45 - 49 years","Number","5168"
"E2022","Population 2011 to 2016","2","Female","KY","Kerry","2016","2016","515","50 - 54 years","Number","5144"
"E2022","Population 2011 to 2016","2","Female","KY","Kerry","2016","2016","530","55 - 59 years","Number","4915"
"E2022","Population 2011 to 2016","2","Female","KY","Kerry","2016","2016","550","60 - 64 years","Number","4572"
"E2022","Population 2011 to 2016","2","Female","KY","Kerry","2016","2016","565","65 - 69 years","Number","4209"
"E2022","Population 2011 to 2016","2","Female","KY","Kerry","2016","2016","580","70 - 74 years","Number","3294"
"E2022","Population 2011 to 2016","2","Female","KY","Kerry","2016","2016","595","75 - 79 years","Number","2288"
"E2022","Population 2011 to 2016","2","Female","KY","Kerry","2016","2016","610","80 - 84 years","Number","1714"
"E2022","Population 2011 to 2016","2","Female","KY","Kerry","2016","2016","630","85 years and over","Number","1611"
"E2022","Population 2011 to 2016","2","Female","LK","Limerick City and County","2011","2011","-","All ages","Number","95994"
